Time,GeoType,GeoID,GeoRank,Geography,"Age-adjusted rate (Females) per 100,000","Age-adjusted rate (Males) per 100,000","Age-adjusted rate per 100,000",Average annual number,Average annual number (Females),Average annual number (Males),Type
2005-2009,Subboro,3,5,Highbridge/South Concourse,2.3*,12.4,6.5,6.4,1.2,5.2,Esophageal
2005-2009,Subboro,4,5,University Heights/Fordham,2.6*,8.6*,4.7,4,1.4,2.6,Esophageal
2005-2009,Subboro,5,5,Kingsbridge Heights/Mosholu,3.3*,11.5,6.4,6,1.8,4.2,Esophageal
2005-2009,Subboro,6,5,Riverdale/Kingsbridge,2.2*,5.5*,3.6,5,2.2,2.8,Esophageal
2005-2009,Subboro,7,5,Soundview/Parkchester,1.6*,8.8,4.4,6.8,1.4,5.4,Esophageal
2005-2009,Subboro,8,5,Throgs Neck/Co-op City,2.9*,9.4,5.6,9,3.4,5.6,Esophageal
2005-2009,Subboro,9,5,Pelham Parkway,0.5*,6.4*,3,4,0.4,3.6,Esophageal
2005-2009,Subboro,10,5,Williamsbridge/Baychester,1.2*,8.2,4,5.4,1,4.4,Esophageal
2005-2009,Subboro,11,5,Williamsburg/Greenpoint,1.1*,7.1*,3.7,4.2,0.8,3.4,Esophageal
2005-2009,Subboro,12,5,Brooklyn Heights/Fort Greene,3.7*,8.6*,5.8,6,2.2,3.8,Esophageal
2005-2009,Subboro,13,5,Bedford Stuyvesant,2.5*,11.3,6,5.8,1.4,4.4,Esophageal
2005-2009,Subboro,14,5,Bushwick,2*,10.4*,5.3,4.4,1,3.4,Esophageal
2005-2009,Subboro,15,5,East New York/Starret City,2.9*,7.4,4.8,6.8,2.2,4.6,Esophageal
2005-2009,Subboro,16,5,Park Slope/Carroll Gardens,2*,11.9,6.3,5.2,1,4.2,Esophageal
2005-2009,Subboro,17,5,Sunset Park,2.8*,9.7,5.8,6,1.8,4.2,Esophageal
2005-2009,Subboro,18,5,N. Crown Heights/Prospect Heights,2.6*,11.6,5.9,6.2,1.8,4.4,Esophageal
2005-2009,Subboro,19,5,South Crown Heights,0.8*,5.8*,2.8*,3,0.4,2.6,Esophageal
2005-2009,Subboro,20,5,Bay Ridge,1.8*,4*,2.7,4,1.6,2.4,Esophageal
2005-2009,Subboro,21,5,Bensonhurst,1.3*,5.7,3.3,7,1.6,5.4,Esophageal
2005-2009,Subboro,22,5,Borough Park,1.6*,5.3*,3.3,4.8,1.6,3.2,Esophageal
2005-2009,Subboro,23,5,Coney Island,1.8*,5*,3.1,5.8,2.2,3.6,Esophageal
2005-2009,Subboro,24,5,Flatbush,1.9*,3.7*,2.7,4.2,1.8,2.4,Esophageal
2005-2009,Subboro,25,5,Sheepshead Bay/Gravesend,0.9*,5.1,2.7,5.6,1.2,4.4,Esophageal
2005-2009,Subboro,26,5,Brownsville/Ocean Hill,6.3*,12.1*,8.2,7.4,3.6,3.8,Esophageal
2005-2009,Subboro,27,5,East Flatbush,2.4*,7.1,4.2,6.2,2,4.2,Esophageal
2005-2009,Subboro,28,5,Flatlands/Canarsie,1.8*,4*,2.7,5,2,3,Esophageal
2005-2009,Subboro,29,5,Greenwich Village/Financial District,1.9*,5.5*,3.6,4.4,1.2,3.2,Esophageal
2005-2009,Subboro,30,5,Lower East Side/Chinatown,1.5*,6.9,3.9,7.4,1.8,5.6,Esophageal
2005-2009,Subboro,31,5,Chelsea/Clinton/Midtown,3.1*,7.7,5.4,7.2,2.2,5,Esophageal
2005-2009,Subboro,32,5,Stuyvesant Town/Turtle Bay,3.7*,6.3,4.7,8.2,3.6,4.6,Esophageal
2005-2009,Subboro,33,5,Upper West Side,2*,7,4.2,10.4,3,7.4,Esophageal
2005-2009,Subboro,34,5,Upper East Side,3.1,6.9,4.7,13.4,5.2,8.2,Esophageal
2005-2009,Subboro,35,5,Morningside Heights/Hamilton Heights,2.8*,8.6,5.1,6,2,4,Esophageal
2005-2009,Subboro,36,5,Central Harlem,5.7*,9.4,7.2,7.6,3.6,4,Esophageal
2005-2009,Subboro,37,5,East Harlem,2.2*,10.8,5.1,6,1.6,4.4,Esophageal
2005-2009,Subboro,38,5,Washington Heights/Inwood,1.6*,6.7,3.7,7.4,2,5.4,Esophageal
2005-2009,Subboro,39,5,Astoria,2*,6.6,3.9,6.6,1.8,4.8,Esophageal
2005-2009,Subboro,40,5,Sunnyside/Woodside,1.7*,6.4*,3.6,4.2,1.2,3,Esophageal
2005-2009,Subboro,41,5,Jackson Heights,3.4*,4.1*,3.8,5.6,2.8,2.8,Esophageal
2005-2009,Subboro,42,5,Elmhurst/Corona,1*,7.4*,3.7,4,0.6,3.4,Esophageal
2005-2009,Subboro,43,5,Middle Village/Ridgewood,1.1*,7.1,3.8,6.6,1.2,5.4,Esophageal
2005-2009,Subboro,44,5,Forest Hills/Rego Park,2*,5.9*,3.7,5.8,2,3.8,Esophageal
2005-2009,Subboro,45,5,Flushing/Whitestone,2.2,8.8,5,16,4,12,Esophageal
2005-2009,Subboro,46,5,Hillcrest/Fresh Meadows,1.4*,8.1,4.3,7.6,1.4,6.2,Esophageal
2005-2009,Subboro,47,5,Kew Gardens/Woodhaven,2.1*,3.4*,2.7*,3.2,1.4,1.8,Esophageal
2005-2009,Subboro,48,5,Howard Beach/South Ozone Park,0.5*,5.1*,2.5*,3.2,0.4,2.8,Esophageal
2005-2009,Subboro,49,5,Bayside/Little Neck,2.8*,5.4*,3.9,6.2,2.6,3.6,Esophageal
2005-2009,Subboro,50,5,Jamaica,2.2*,5.2,3.4,7.2,2.8,4.4,Esophageal
2005-2009,Subboro,51,5,Bellerose/Rosedale,2*,4.9,3.1,6.6,2.6,4,Esophageal
2005-2009,Subboro,52,5,Rockaways,4*,5.2*,4.6,5.4,2.8,2.6,Esophageal
2005-2009,Subboro,53,5,North Shore,3.1*,6.9,4.8,8.2,2.8,5.4,Esophageal
2005-2009,Subboro,54,5,Mid Island,2.8*,7.1,4.7,7.4,2.6,4.8,Esophageal
2005-2009,Subboro,55,5,South Shore,2.2*,6.9,4.3,7.4,2,5.4,Esophageal
2005-2009,UHF42,101,4,Kingsbridge - Riverdale,2.3,6.8,4.2,5.4,2.2,3.2,Esophageal
2005-2009,UHF42,102,4,Northeast Bronx,1.6,10,5,11,2.4,8.6,Esophageal
2005-2009,UHF42,103,4,Fordham - Bronx Pk,1.9,8.1,4.2,8.2,2.2,6,Esophageal
2005-2009,UHF42,104,4,Pelham - Throgs Neck,1.7,7.9,4.2,13,3.4,9.6,Esophageal
2005-2009,UHF42,105,4,Crotona -Tremont,3.1,10.5,5.9,7.8,2.4,5.4,Esophageal
2005-2009,UHF42,106,4,High Bridge - Morrisania,3.1,13.3,7.1,10,2.4,7.6,Esophageal
2005-2009,UHF42,107,4,Hunts Point - Mott Haven,1.5,8.4,4.4,4.4,0.8,3.6,Esophageal
2005-2009,UHF42,201,4,Greenpoint,0.8*,5.4,2.9,3.2,0.6*,2.6,Esophageal
2005-2009,UHF42,202,4,Downtown - Heights - Slope,1.7,9.7,5.2,10.4,2,8.4,Esophageal
2005-2009,UHF42,203,4,Bedford Stuyvesant - Crown Heights,4.1,10.8,6.5,18,7.2,10.8,Esophageal
2005-2009,UHF42,204,4,East New York,3,6.8,4.6,7,2.4,4.6,Esophageal
2005-2009,UHF42,205,4,Sunset Park,1.8,5.9,3.6,3.4,1,2.4,Esophageal
2005-2009,UHF42,206,4,Borough Park,1.9,4.9,3.2,10.8,4,6.8,Esophageal
2005-2009,UHF42,207,4,East Flatbush - Flatbush,2.2,5.9,3.8,11.6,3.8,7.8,Esophageal
2005-2009,UHF42,208,4,Canarsie - Flatlands,1.6,3.7,2.4,5.2,2,3.2,Esophageal
2005-2009,UHF42,209,4,Bensonhurst - Bay Ridge,1.3,5.4,3,8.2,2.2,6,Esophageal
2005-2009,UHF42,210,4,Coney Island - Sheepshead Bay,1.2,4.6,2.7,11.4,3.4,8,Esophageal
2005-2009,UHF42,211,4,Williamsburg - Bushwick,1.9,11.3,5.6,8.6,1.8,6.8,Esophageal
2005-2009,UHF42,301,4,Washington Heights,2.2,7.8,4.5,11.4,3.4,8,Esophageal
2005-2009,UHF42,302,4,Central Harlem - Morningside Heights,4.5,7.8,5.8,9,4.2,4.8,Esophageal
2005-2009,UHF42,303,4,East Harlem,2.3,9.4,4.7,5.4,1.6,3.8,Esophageal
2005-2009,UHF42,304,4,Upper West Side,1.8,7.5,4.3,11.4,3,8.4,Esophageal
2005-2009,UHF42,305,4,Upper East Side,3.3,7.7,5.1,13.4,5.2,8.2,Esophageal
2005-2009,UHF42,306,4,Chelsea - Clinton,3.1,5.8,4.4,6.4,2.4,4,Esophageal
2005-2009,UHF42,307,4,Gramercy Park - Murray Hill,3.2,6.9,4.8,7.6,2.8,4.8,Esophageal
2005-2009,UHF42,308,4,Greenwich Village - SoHo,1.8,6.7,4,3.6,0.8,2.8,Esophageal
2005-2009,UHF42,309,4,Union Square - Lower East Side,1.7,6.5,3.9,8.6,2.4,6.2,Esophageal
2005-2009,UHF42,310,4,Lower Manhattan,0.8*,3.4*,2.1,0.8,0.2*,0.6*,Esophageal
2005-2009,UHF42,401,4,Long Island City - Astoria,1.4,5.8,3.3,7,1.6,5.4,Esophageal
2005-2009,UHF42,402,4,West Queens,2.1,5.9,3.7,15,4.8,10.2,Esophageal
2005-2009,UHF42,403,4,Flushing - Clearview,2,8.5,4.7,15.8,3.8,12,Esophageal
2005-2009,UHF42,404,4,Bayside - Little Neck,2.9,4.2,3.4,4.4,2.2,2.2,Esophageal
2005-2009,UHF42,405,4,Ridgewood - Forest Hills,1.5,6.4,3.6,11.2,3,8.2,Esophageal
2005-2009,UHF42,406,4,Fresh Meadows,1.3,8.4,4.5,5.4,1,4.4,Esophageal
2005-2009,UHF42,407,4,Southwest Queens,1.2,4.1,2.4,6.4,1.8,4.6,Esophageal
2005-2009,UHF42,408,4,Jamaica,2.2,6.3,3.8,11.4,4,7.4,Esophageal
2005-2009,UHF42,409,4,Southeast Queens,1.6,4.8,2.8,6.4,2.2,4.2,Esophageal
2005-2009,UHF42,410,4,Rockaways,3.8,5.4,4.5,5.4,2.8,2.6,Esophageal
2005-2009,UHF42,501,4,Port Richmond,0*,4.5,2,1.2,0*,1.2,Esophageal
2005-2009,UHF42,502,4,Stapleton - St. George,4.2,9.2,6.4,8.4,3,5.4,Esophageal
2005-2009,UHF42,503,4,Willowbrook,2.9,5.6,4.1,4.4,1.8,2.6,Esophageal
2005-2009,UHF42,504,4,South Beach - Tottenville,2.3,6.9,4.4,9.4,2.6,6.8,Esophageal
2005-2009,Borough,1,1,Bronx,2.2,9,4.9,59.2,15.8,43.4,Esophageal
2005-2009,Borough,2,1,Brooklyn,2.1,6.8,4.1,97.6,30.2,67.4,Esophageal
2005-2009,Borough,3,1,Manhattan,2.6,7.3,4.6,78,26.2,51.8,Esophageal
2005-2009,Borough,4,1,Queens,2.1,6.2,3.8,88.6,27.6,61,Esophageal
2005-2009,Borough,5,1,Staten Island,2.7,7,4.6,23,7.4,15.6,Esophageal
2005-2009,Citywide,1,0,New York City,2.3,7.1,4.3,346.4,107.2,239.2,Esophageal
2004-2008,Subboro,1,5,Mott Haven/Hunts Point,1.7*,10.1,5,5.2,1,4.2,Esophageal
